"Species","Factor","value"
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.75
"Arabica","Balance",7.67
"Arabica","Aroma",7.33
"Arabica","Flavor",7
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.42
"Arabica","Body",7.5
"Arabica","Balance",7.67
"Arabica","Aroma",7.58
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.58
"Arabica","Body",7.58
"Arabica","Balance",7.5
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.42
"Arabica","Body",7.42
"Arabica","Balance",7.42
"Arabica","Aroma",7.58
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.33
"Arabica","Body",7.42
"Arabica","Balance",7.5
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.5
"Arabica","Body",7.5
"Arabica","Balance",7.33
"Arabica","Aroma",7.67
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.5
"Arabica","Body",7.5
"Arabica","Balance",7.67
"Arabica","Aroma",7.58
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.83
"Arabica","Body",7.17
"Arabica","Balance",7.33
"Arabica","Aroma",7.33
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.5
"Arabica","Balance",7.58
"Arabica","Aroma",7.58
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.17
"Arabica","Body",7.5
"Arabica","Balance",7.67
"Arabica","Aroma",7.67
"Arabica","Flavor",7.08
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.33
"Arabica","Body",7.75
"Arabica","Balance",7.42
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.58
"Arabica","Body",7.33
"Arabica","Balance",7.5
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.25
"Arabica","Body",7.5
"Arabica","Balance",7.5
"Arabica","Aroma",7.58
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.58
"Arabica","Body",7.5
"Arabica","Balance",7.25
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.25
"Arabica","Body",7.5
"Arabica","Balance",7.5
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.5
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.33
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.58
"Arabica","Body",7.42
"Arabica","Balance",7.33
"Arabica","Aroma",7.67
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.83
"Arabica","Body",7.5
"Arabica","Balance",7.5
"Arabica","Aroma",7.42
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.5
"Arabica","Body",7.33
"Arabica","Balance",7.5
"Arabica","Aroma",7.67
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.58
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.5
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.25
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.33
"Arabica","Body",7.67
"Arabica","Balance",7.42
"Arabica","Aroma",7.42
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.5
"Arabica","Body",7.42
"Arabica","Balance",7.25
"Arabica","Aroma",7.75
"Arabica","Flavor",7.83
"Arabica","Aftertaste",7.58
"Arabica","Acidity",7.75
"Arabica","Body",7.92
"Arabica","Balance",7.83
"Arabica","Aroma",7.58
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.58
"Arabica","Balance",7.25
"Arabica","Aroma",7.17
"Arabica","Flavor",7.58
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.5
"Arabica","Body",7.75
"Arabica","Balance",7.25
"Arabica","Aroma",7.58
"Arabica","Flavor",7
"Arabica","Aftertaste",6.92
"Arabica","Acidity",6.92
"Arabica","Body",7.67
"Arabica","Balance",7.5
"Arabica","Aroma",7.33
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.42
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.58
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.5
"Arabica","Body",7.17
"Arabica","Balance",7.33
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.5
"Arabica","Body",7.42
"Arabica","Balance",7.25
"Arabica","Aroma",7.67
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.25
"Arabica","Body",7.08
"Arabica","Balance",7.42
"Arabica","Aroma",7.67
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.25
"Arabica","Body",7.75
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.33
"Arabica","Body",7.42
"Arabica","Balance",7.42
"Arabica","Aroma",7.58
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.33
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.17
"Arabica","Body",7.83
"Arabica","Balance",7.33
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.5
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7
"Arabica","Acidity",7.42
"Arabica","Body",7.5
"Arabica","Balance",7.58
"Arabica","Aroma",7.83
"Arabica","Flavor",7.83
"Arabica","Aftertaste",7.83
"Arabica","Acidity",8
"Arabica","Body",7.83
"Arabica","Balance",7.83
"Arabica","Aroma",7.75
"Arabica","Flavor",7.75
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.42
"Arabica","Body",7.83
"Arabica","Balance",7.75
"Arabica","Aroma",7.83
"Arabica","Flavor",7.67
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.67
"Arabica","Balance",7.83
"Arabica","Aroma",7.83
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.58
"Arabica","Body",7.25
"Arabica","Balance",7.33
"Arabica","Aroma",7.33
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.5
"Arabica","Body",7.5
"Arabica","Balance",7.5
"Arabica","Aroma",7.33
"Arabica","Flavor",7.67
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.5
"Arabica","Body",7.5
"Arabica","Balance",7.25
"Arabica","Aroma",7.58
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.58
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.25
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.83
"Arabica","Acidity",7.67
"Arabica","Body",7.75
"Arabica","Balance",7.75
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.42
"Arabica","Body",7.42
"Arabica","Balance",7.33
"Arabica","Aroma",7
"Arabica","Flavor",7.08
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.5
"Arabica","Body",7.5
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.42
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.17
"Arabica","Flavor",7.25
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.25
"Arabica","Body",7.42
"Arabica","Balance",8.25
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.25
"Arabica","Balance",7.25
"Arabica","Aroma",7.42
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.67
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.42
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.58
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.33
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.67
"Arabica","Body",7.42
"Arabica","Balance",7.25
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.33
"Arabica","Body",7.67
"Arabica","Balance",7.25
"Arabica","Aroma",7.33
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.5
"Arabica","Balance",7.67
"Arabica","Aroma",7.42
"Arabica","Flavor",7.58
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.08
"Arabica","Body",7.25
"Arabica","Balance",8
"Arabica","Aroma",7.42
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.5
"Arabica","Body",7.5
"Arabica","Balance",7.25
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.42
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.67
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.58
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.42
"Arabica","Balance",7.25
"Arabica","Aroma",7.17
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.5
"Arabica","Balance",7.33
"Arabica","Aroma",7.58
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.25
"Arabica","Body",7.5
"Arabica","Balance",7.25
"Arabica","Aroma",7.75
"Arabica","Flavor",7.75
"Arabica","Aftertaste",7.75
"Arabica","Acidity",7.67
"Arabica","Body",5.25
"Arabica","Balance",7.83
"Arabica","Aroma",7.25
"Arabica","Flavor",7.75
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.42
"Arabica","Body",7.5
"Arabica","Balance",7.58
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.42
"Arabica","Body",7.5
"Arabica","Balance",7.42
"Arabica","Aroma",7.33
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.25
"Arabica","Body",7.42
"Arabica","Balance",7.33
"Arabica","Aroma",7.25
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.5
"Arabica","Body",7.5
"Arabica","Balance",7.42
"Arabica","Aroma",7.17
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.5
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.5
"Arabica","Body",7.17
"Arabica","Balance",7.17
"Arabica","Aroma",7.5
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.17
"Arabica","Body",7.5
"Arabica","Balance",7.08
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.67
"Arabica","Acidity",8
"Arabica","Body",7.58
"Arabica","Balance",7.5
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.25
"Arabica","Body",7.42
"Arabica","Balance",7.25
"Arabica","Aroma",7.58
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.58
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.5
"Arabica","Flavor",7.67
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.25
"Arabica","Flavor",7.67
"Arabica","Aftertaste",7.58
"Arabica","Acidity",7.67
"Arabica","Body",7.67
"Arabica","Balance",7.58
"Arabica","Aroma",7.67
"Arabica","Flavor",7.25
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.75
"Arabica","Body",7.5
"Arabica","Balance",7.25
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.42
"Arabica","Balance",7.42
"Arabica","Aroma",7.58
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.58
"Arabica","Body",7.25
"Arabica","Balance",7.17
"Arabica","Aroma",7.75
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.17
"Arabica","Body",7.58
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.17
"Arabica","Balance",7.83
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.42
"Arabica","Body",7.5
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.5
"Arabica","Body",7.42
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.67
"Arabica","Body",7.33
"Arabica","Balance",7.25
"Arabica","Aroma",7.58
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.17
"Arabica","Body",7.08
"Arabica","Balance",7.58
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.42
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.58
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.33
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.08
"Arabica","Body",8.33
"Arabica","Balance",8.25
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.5
"Arabica","Balance",7.25
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.58
"Arabica","Body",7.42
"Arabica","Balance",7.5
"Arabica","Aroma",7.67
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.5
"Arabica","Body",6.75
"Arabica","Balance",7.42
"Arabica","Aroma",7.33
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.5
"Arabica","Body",7.5
"Arabica","Balance",7.17
"Arabica","Aroma",7.67
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.58
"Arabica","Body",7.58
"Arabica","Balance",7.42
"Arabica","Aroma",7.08
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.58
"Arabica","Acidity",7.58
"Arabica","Body",7.17
"Arabica","Balance",7.5
"Arabica","Aroma",7.33
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.5
"Arabica","Body",7.58
"Arabica","Balance",7.33
"Arabica","Aroma",7.25
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.5
"Arabica","Balance",7.75
"Arabica","Aroma",7.67
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.42
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.25
"Arabica","Balance",7.33
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.17
"Arabica","Balance",7.25
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.25
"Arabica","Body",7.5
"Arabica","Balance",7.25
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.08
"Arabica","Body",7.58
"Arabica","Balance",7.25
"Arabica","Aroma",7.25
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.5
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.83
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.08
"Arabica","Body",7.33
"Arabica","Balance",7.5
"Arabica","Aroma",7.67
"Arabica","Flavor",7.42
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.5
"Arabica","Body",7.5
"Arabica","Balance",7.17
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.58
"Arabica","Body",7.25
"Arabica","Balance",7.42
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.67
"Arabica","Acidity",7.33
"Arabica","Body",7.42
"Arabica","Balance",7.5
"Arabica","Aroma",7.58
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.67
"Arabica","Body",7.67
"Arabica","Balance",7.83
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.42
"Arabica","Body",7.42
"Arabica","Balance",7.33
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.25
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.33
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.42
"Arabica","Body",7.5
"Arabica","Balance",7.5
"Arabica","Aroma",7.58
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.42
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.25
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.42
"Arabica","Body",7.17
"Arabica","Balance",8
"Arabica","Aroma",7.33
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.17
"Arabica","Body",7.25
"Arabica","Balance",7.42
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.5
"Arabica","Body",7.42
"Arabica","Balance",7.58
"Arabica","Aroma",7.75
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.33
"Arabica","Body",7.58
"Arabica","Balance",7.33
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.42
"Arabica","Body",7.5
"Arabica","Balance",7.33
"Arabica","Aroma",7.33
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.17
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.42
"Arabica","Body",7.42
"Arabica","Balance",7.33
"Arabica","Aroma",7.33
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.5
"Arabica","Body",7.5
"Arabica","Balance",7.83
"Arabica","Aroma",7.58
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.33
"Arabica","Body",7.5
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.58
"Arabica","Body",7.33
"Arabica","Balance",7.25
"Arabica","Aroma",7.33
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.33
"Arabica","Body",6.83
"Arabica","Balance",7.42
"Arabica","Aroma",7.5
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.25
"Arabica","Body",7.5
"Arabica","Balance",7.42
"Arabica","Aroma",7.83
"Arabica","Flavor",7.75
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.17
"Arabica","Body",7.08
"Arabica","Balance",7.08
"Arabica","Aroma",7.58
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.08
"Arabica","Balance",7.42
"Arabica","Aroma",7.25
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.17
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.42
"Arabica","Body",7.42
"Arabica","Balance",7.42
"Arabica","Aroma",7.67
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.17
"Arabica","Body",7.25
"Arabica","Balance",7.42
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.33
"Arabica","Body",7.42
"Arabica","Balance",7.42
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.42
"Arabica","Body",7.42
"Arabica","Balance",7.5
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.17
"Arabica","Body",7.25
"Arabica","Balance",7.42
"Arabica","Aroma",7.42
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.25
"Arabica","Body",7.5
"Arabica","Balance",7.33
"Arabica","Aroma",7.5
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.17
"Arabica","Body",7.17
"Arabica","Balance",7.75
"Arabica","Aroma",7.75
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7
"Arabica","Body",7.33
"Arabica","Balance",7.25
"Arabica","Aroma",7.83
"Arabica","Flavor",7
"Arabica","Aftertaste",7
"Arabica","Acidity",7.58
"Arabica","Body",7.58
"Arabica","Balance",7.5
"Arabica","Aroma",7.5
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.17
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7
"Arabica","Acidity",7.17
"Arabica","Body",7.5
"Arabica","Balance",7.33
"Arabica","Aroma",7.67
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7
"Arabica","Acidity",7.42
"Arabica","Body",7.58
"Arabica","Balance",7.08
"Arabica","Aroma",7.25
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.33
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.58
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.42
"Arabica","Body",7.17
"Arabica","Balance",7.17
"Arabica","Aroma",7.17
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.25
"Arabica","Body",7.42
"Arabica","Balance",7.33
"Arabica","Aroma",7.08
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.33
"Arabica","Body",7.33
"Arabica","Balance",7.5
"Arabica","Aroma",7.75
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.33
"Arabica","Body",7.33
"Arabica","Balance",7.25
"Arabica","Aroma",7.33
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.33
"Arabica","Body",7.5
"Arabica","Balance",7.33
"Arabica","Aroma",7.58
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.33
"Arabica","Body",7.25
"Arabica","Balance",7.25
"Arabica","Aroma",7.33
"Arabica","Flavor",7.25
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.42
"Arabica","Body",7.58
"Arabica","Balance",7.33
"Arabica","Aroma",7.5
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.5
"Arabica","Body",7.75
"Arabica","Balance",7.83
"Arabica","Aroma",7.83
"Arabica","Flavor",7.75
"Arabica","Aftertaste",7.67
"Arabica","Acidity",7.83
"Arabica","Body",7.83
"Arabica","Balance",7.75
"Arabica","Aroma",7.17
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.08
"Arabica","Body",6.92
"Arabica","Balance",8.17
"Arabica","Aroma",7.08
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.17
"Arabica","Body",7.42
"Arabica","Balance",7.25
"Arabica","Aroma",7.42
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7.17
